"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.field2","Approve","Reject"
"3IZVJEBJ6AF6V8AO3QR41MWMXFOZ65","3PCDMC3F65WDY30R9YWXY4SP987X2A","Translate a flowchart","Write the relation triplets (e.g., process one, null, process two)","flowchart, write, transcription","$0.20","Mon Mar 06 13:47:52 PST 2017","1","BatchId:2713941;OriginalHitTemplateId:;","2400","259200","Wed Apr 05 14:47:52 PDT 2017","","","3IX2EGZR7CEC3W1Y3UWIC7UARYWRJS","A3J20NH9P4VS4X","Approved","Mon Mar 06 18:51:51 PST 2017","Mon Mar 06 18:53:30 PST 2017","Thu Mar 09 18:53:30 PST 2017","Tue Mar 07 00:57:58 PST 2017","","","99","100% (13/13)","100% (13/13)","100% (13/13)","https://sdd-hsc-online.wikispaces.com/file/view/Modelling_System_Flowchart_1.png/246872477/702x514/Modelling_System_Flowchart_1.png","Input/Output
Paper document
Online display
Online input
Punched card
Process
Manual operation
Magnetic tape
Disk drive
Decision
Telecommunications link"
"311HQEI8RSBPZ8OTM0WW70WISQ8Z74","3PCDMC3F65WDY30R9YWXY4SP987X2A","Translate a flowchart","Write the relation triplets (e.g., process one, null, process two)","flowchart, write, transcription","$0.20","Mon Mar 06 13:47:53 PST 2017","1","BatchId:2713941;OriginalHitTemplateId:;","2400","259200","Wed Apr 05 14:47:53 PDT 2017","","","3FTF2T8WLSDS5G5BGCFBACOON8KW9Q","A33TFZWRGY3ASF","Approved","Mon Mar 06 15:49:54 PST 2017","Mon Mar 06 15:53:49 PST 2017","Thu Mar 09 15:53:49 PST 2017","Tue Mar 07 00:57:55 PST 2017","","","235","100% (1/1)","100% (1/1)","100% (1/1)","https://sdd-hsc-online.wikispaces.com/file/view/Modelling_System_Flowchart_2.png/246871399/Modelling_System_Flowchart_2.png","Patient details;Null;Add a new Patient
Add a new Patient;Null;Patient file
Add a new Patient;Null;Patient confirmation
Patient file;Null;Add a new Patient
Patient file;Null;Consultation
Visit details;Null;Consultation
Consultation;Null;Consultation file
Consultation;Null;Billing
Billing;Null;Patient account
Consultation file;Null;Medicare system"
"3KA7IJSNW60INGPDC8AAL4G01HSPBV","3PCDMC3F65WDY30R9YWXY4SP987X2A","Translate a flowchart","Write the relation triplets (e.g., process one, null, process two)","flowchart, write, transcription","$0.20","Mon Mar 06 13:47:53 PST 2017","1","BatchId:2713941;OriginalHitTemplateId:;","2400","259200","Wed Apr 05 14:47:53 PDT 2017","","","3ZGVPD4G6UCFJQJUP54Z0GJIYIQZTK","A3VQQ9VP1TVFXR","Approved","Mon Mar 06 22:06:37 PST 2017","Mon Mar 06 22:11:44 PST 2017","Thu Mar 09 22:11:44 PST 2017","Tue Mar 07 00:58:05 PST 2017","","","307","100% (37/37)","100% (26/26)","100% (26/26)","http://images.slideplayer.com/22/6351505/slides/slide_11.jpg","Start; Null; Prompt student for TFP
Prompt student for TFP; Null; Store TFP
Store TFP; Null; Is TF = TFP
Is TF = TFP; Yes; Stop
Is TF = TFP; No; Store TF-TFP
Store TF-TFP; Null; Print Tuition Fees Balance
Print Tuition Fees Balance; Null; Stop"
"32ZCLEW0BZFO5ZNP00NRJSZD9M1JPA","3PCDMC3F65WDY30R9YWXY4SP987X2A","Translate a flowchart","Write the relation triplets (e.g., process one, null, process two)","flowchart, write, transcription","$0.20","Mon Mar 06 13:47:53 PST 2017","1","BatchId:2713941;OriginalHitTemplateId:;","2400","259200","Wed Apr 05 14:47:53 PDT 2017","","","3GA6AFUKOPJOTOL644S1IWBF8SI3H1","A308VDNYF180ZF","Approved","Mon Mar 06 19:58:30 PST 2017","Mon Mar 06 20:04:02 PST 2017","Thu Mar 09 20:04:02 PST 2017","Tue Mar 07 00:57:56 PST 2017","","","332","100% (4/4)","100% (4/4)","100% (4/4)","http://www.conceptdraw.com/How-To-Guide/picture/accounting-flowchart-how-to-create-flowcharts-for-an-accounting-information-system/Standardized-Symbols-Used-The-Accounting-Flowchart.png","Onpage Connector (transfer of customer order to the credit dept.)
OffpageConnector (mailing of sales invoice to customer)
Annotation (used to describe or note an activity)
Punched Card (method of computer input)
Magnetic Tape (method of computer input)
Punched Tape (method of computer input)
Manual Input (keyboard entry of data)
Magnetic Disk (method of computer storage)"
"3N2YPY1GI6TTZ3YT8BLZS4B3Q26EV5","3PCDMC3F65WDY30R9YWXY4SP987X2A","Translate a flowchart","Write the relation triplets (e.g., process one, null, process two)","flowchart, write, transcription","$0.20","Mon Mar 06 13:47:53 PST 2017","1","BatchId:2713941;OriginalHitTemplateId:;","2400","259200","Wed Apr 05 14:47:53 PDT 2017","","","37Z929RLGA3IIEXGUDAR4NMFB3USTC","A3VQQ9VP1TVFXR","Approved","Mon Mar 06 23:04:52 PST 2017","Mon Mar 06 23:07:00 PST 2017","Thu Mar 09 23:07:00 PST 2017","Tue Mar 07 00:58:05 PST 2017","","","128","100% (37/37)","100% (26/26)","100% (26/26)","https://revisionworld.com/sites/revisionworld.com/files/rw_files/191.jpg","Transactions | Tape; Null; Sort
Sort; Null; Sorted Transactions | Tape
Sorted Transactions | Tape; Null; Update
Old Master | Tape; Null; Update
Update; Null; New Master | Tape"
"3ATYLI1PRTX6KZBOL0ACUSUNZH5JOT","3PCDMC3F65WDY30R9YWXY4SP987X2A","Translate a flowchart","Write the relation triplets (e.g., process one, null, process two)","flowchart, write, transcription","$0.20","Mon Mar 06 13:47:53 PST 2017","1","BatchId:2713941;OriginalHitTemplateId:;","2400","259200","Wed Apr 05 14:47:53 PDT 2017","","","3RGU30DZTB3L6GO6YM01Q800LB6MJ8","A3VQQ9VP1TVFXR","Approved","Mon Mar 06 20:41:54 PST 2017","Mon Mar 06 20:46:45 PST 2017","Thu Mar 09 20:46:45 PST 2017","Tue Mar 07 00:57:57 PST 2017","","","291","100% (37/37)","100% (26/26)","100% (26/26)","http://www.sawyoo.com/postpic/2010/10/system-flowchart-symbols_206735.png","Online storage
Connector
Magnetic Tape
Visual Display Unit
Terminator
Data processing operation
Document output
Manual input
Merge
Sort
Collate
Communication line
Hard disk
Connector, off-page
Input/Output operation"
"3K3IX1W4S6MD46KL6UAEQTWUJZ7PA0","3PCDMC3F65WDY30R9YWXY4SP987X2A","Translate a flowchart","Write the relation triplets (e.g., process one, null, process two)","flowchart, write, transcription","$0.20","Mon Mar 06 13:47:53 PST 2017","1","BatchId:2713941;OriginalHitTemplateId:;","2400","259200","Wed Apr 05 14:47:53 PDT 2017","","","3OLF68YTNAW4ZDTLITJB2JD8YOHFAX","A3VQQ9VP1TVFXR","Approved","Mon Mar 06 23:22:48 PST 2017","Mon Mar 06 23:28:48 PST 2017","Thu Mar 09 23:28:48 PST 2017","Tue Mar 07 00:58:05 PST 2017","","","360","100% (37/37)","100% (26/26)","100% (26/26)","http://static1.creately.com/blog/wp-content/uploads/2011/11/Bank-Teller-Flowchart-Template.png","Start; Null; Customer arrives
Customer arrives; Null; Customer makes request
Customer makes request; Null; Teller inquires after ID
Teller inquires after ID; Null; Valid?
Valid?; No; End
Valid?; Yes; Check the balance
Check the balance; No; Reject
Check the balance; Null; Is the balance alright?
Is the balance alright?; No; Reject
Is the balance alright?; Yes; Check policy
Check policy; Null; Within the purview of the policy
Within the purview of the policy; No; Reject
Within the purview of the policy; Yes; Log transaction
Log transaction; Null; Give cash to client
Give cash to client; Null; End"
"3RKHNXPHGWRW8O13Z7MXUDMPWSTUKG","3PCDMC3F65WDY30R9YWXY4SP987X2A","Translate a flowchart","Write the relation triplets (e.g., process one, null, process two)","flowchart, write, transcription","$0.20","Mon Mar 06 13:47:53 PST 2017","1","BatchId:2713941;OriginalHitTemplateId:;","2400","259200","Wed Apr 05 14:47:53 PDT 2017","","","3E47SOBEYRRC2JS93FLNBBGOEJXCIQ","A3VQQ9VP1TVFXR","Approved","Mon Mar 06 23:58:18 PST 2017","Tue Mar 07 00:04:17 PST 2017","Fri Mar 10 00:04:17 PST 2017","Tue Mar 07 00:58:06 PST 2017","","","359","100% (37/37)","100% (26/26)","100% (26/26)","https://support.f5.com/kb/global/manual_images/MAN-0506-01/img_saml_bigip_as_sp_flowchart.png","Start; Null; Create ldp connector (for external ldp)
Create ldp connector (for external ldp); Null; Another external ldp system?
Another external ldp system?; Yes; Create ldp connector (for external ldp)
Another external ldp system?; No; Configure a virtual server
Configure a virtual server; Null; Configure a SAML SP service
Configure a SAML SP service; Null; Bind SP service to ldp connectors
Bind SP service to ldp connectors; Null; Export SAML SP metadata*
Export SAML SP metadata*; Null; Configure access policy and attach to virtual server
Configure access policy and attach to virtual server; Null; Import or configure SP metadata* on it
Import or configure SP metadata* on it; Null; Another external ldp?
Another external ldp?; Yes; Import or configure SP metadata* on it
Another external ldp?; No; End"
"3W3RSPVVGSM7SUJLK7YY9DZ4LSYULJ","3PCDMC3F65WDY30R9YWXY4SP987X2A","Translate a flowchart","Write the relation triplets (e.g., process one, null, process two)","flowchart, write, transcription","$0.20","Mon Mar 06 13:47:53 PST 2017","1","BatchId:2713941;OriginalHitTemplateId:;","2400","259200","Wed Apr 05 14:47:53 PDT 2017","","","3IXQG4FA2UT0HD70LLJFNYB3D7T9BE","A3VQQ9VP1TVFXR","Approved","Mon Mar 06 20:57:14 PST 2017","Mon Mar 06 21:03:39 PST 2017","Thu Mar 09 21:03:39 PST 2017","Tue Mar 07 00:58:06 PST 2017","","","385","100% (37/37)","100% (26/26)","100% (26/26)","http://www.donaid.com/mindmap/images/sketch_system_flow_chart.jpg","COLLECTION AGENTS (HEAD OFFICE / DATA CENTRE)
TRACKING REFERENCE (ON RECEIPT OR VIA SMS)
SERVER
DONATION CLEARING ACCOUNT (HSBC)
TRUSTEE
CHARITIES (ADMINISTRATION)
CHARITIES BANK ACCOUNTS"
"33NOQL7T9OUTZMTCW5O2L0SD3AEZ8R","3PCDMC3F65WDY30R9YWXY4SP987X2A","Translate a flowchart","Write the relation triplets (e.g., process one, null, process two)","flowchart, write, transcription","$0.20","Mon Mar 06 13:47:53 PST 2017","1","BatchId:2713941;OriginalHitTemplateId:;","2400","259200","Wed Apr 05 14:47:53 PDT 2017","","","3E337GFOLA3HXWJ52HUY6AXKY93NG9","A3VQQ9VP1TVFXR","Approved","Mon Mar 06 21:03:43 PST 2017","Mon Mar 06 21:09:22 PST 2017","Thu Mar 09 21:09:22 PST 2017","Tue Mar 07 00:57:56 PST 2017","","","339","100% (37/37)","100% (26/26)","100% (26/26)","http://static1.creately.com/blog/wp-content/uploads/2011/11/Banking-Teller-Flowchart.png","Customer arrives; Null; Customer makes request
Customer makes request; Null; Teller inquires after ID
Teller inquires after ID; Null; Is the ID valid?
Is the ID valid?; Yes; Check the balance
Check the balance; Null; Is the balance alright?
Check the balance; No; Reject
Is the balance alright?; Yes; Check policy
Is the balance alright?; No; Reject
Check policy; Null; Within the purview of the policy?
Within the purview of the policy?; No; Reject
Within the purview of the policy?; Yes; Log transaction
Log transaction; Null; Give cash to client"
