basic-flowchart	
basic_flowchart	Sun;Step;Step 6A;Slep 2;sup as;sup 5;sxep :
flowchartbasic_12	amp;i,» hmrnmluLnmm-;updmmom;mumcandidamodel.;ulcntif)cunditlnt.models
flowchartbasic_13	
flowchartbasic_14	ke bus;Befme7am7;Ves;Check me
flowchartbasic_15	Manama;Kmewn
flowchartbasic_16	END;FRIN’;ISM=N7;READ N;STAR'I
flowchartbasic_18	End;Cllmb cm a!Bed;y m Geup?;HII SnuoEma;Alavm ng;5 Mn
flowchartbasic_20	Increment 3 Vector
flowchartbasic_21	End;Process;Dacis'on;Delay
flowchartbasic_22	wam mhappy?;Very {mod}have a yeaday!
flowchartbasic_23	Eli"?;a.“ Flowchaningmom Palnung
flowchartbasic_26	Man/paylarlhe pa;am payslorthe pvzza;FALES;HEADS;T055 3 coin;Sta rt
flowchartbasic_27	mm u» .mwmu ummmm «mum mummm W mum
flowchartbasic_28	END;Fllpmcoin;START
flowchartbasic_29	
flowchartbasic_31	
flowchartbasic_32	Simple Flaw Chan Template@E?m... n l: m
flowchartbasic_33	Basic Flow Chant Examp|e — High Level
flowchartbasic_35	End;Fasten catchmm ﬁx ms;S‘mp‘edescﬂbe;sun;etween bnxesequence uvchums;Arruwsshuw;sen catchmm ﬁxpusmun;F‘uwchan \s mrmmamaby sun and End buxes;Removepackmg 7mm ‘catch;ng‘emm;rech3 an
flowchartbasic_36	5m: Imamplaned?;Ves;Lmd‘ bullonPressed?;vu I»;*1—‘Aan mm a;"nude can man aux 1ndsend u: PICmnsmmmam;l m;Save an «Ima box;buuon;52vpu
flowchartbasic_37	END;Take anumbreHa;‘5 \trammg?;START_I_.  A5k“\5 urammgtoday?“;NO  Leave umbreHaat home_L_
flowchartbasic_38	HH'
flowchartbasic_43	
flowchartbasic_44	
flowchartbasic_46	Munch-.11;Mm;almw
flowchartbasic_47	ram;A-B
flowchartbasic_48	w: .V».
flowchartbasic_50	Check thecomputenpower curd‘;VDDES me‘computer turnLon?‘;Yes    Perform a52.3th for theerrormessage;Tum thecamputermonitor an;N0;Yes;Yes;'Are there any‘ﬁner messagesg;T5 the compute;power light on?‘;Yes‘
flowchartbasic_51	End:;(mum: Imal;\hdu;math];Tolzl :;Inpl‘;sun
flowchartbasic_52	Basl: IRS Data Reduction Flow Chart
flowchartbasic_53	um. ummpllh'r
flowchartbasic_54	meA
flowchartbasic_59	m Add-d on»;vmm 1
flowchartbasic_60	Gm Young7;InCn;no;an mng7;YrcubSon;can youvmsa;m: ‘w"
flowchartbasic_61	'GosM'Sxan'Alloveragam;' Very guad,Then you avealready happyI;Yes;very sand,have a gveatday‘
flowchartbasic_62	Wmm Inmy?
flowchartbasic_63	s1;Process Flow Diagram Template
flowchartbasic_64	Ilnn;mam;.No
flowchartbasic_65	End;Yes;Yes;Yes;Start
flowchartbasic_8	[ snumkus  ‘ m5   mum I psmmucmum!
flowchartbasic_93	cm;Basic Flowchart
flowchartbasic_95	
flowchartbasic_97	4th Step;3rd Step;2nd Step;lst Step
flowchartbasic_98	was;Hm SnuEunun;Ready mGet um;«mam
flowchartbasic_99	Su;Advanced Flowchart
flowchartswitch_30	Default action;nt(s)1;Stan;nt(5)4;statc;nt(3)3;scan;nt(3)2;Stan
